64.125.239.142#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.146#4#2#Malicious Host#US##38.0,-97.0#3
89.248.172.140#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
78.20.46.13#4#2#Malicious Host#BE#Haaltert#50.9000015259,4.0#3
64.125.239.189#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.196#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.165#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.208#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.209#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.236#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.237#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.44#4#2#Malicious Host#US##38.0,-97.0#3
111.23.44.227#4#3#Malicious Host#CN##35.0,105.0#3
202.169.49.170#4#2#Malicious Host#ID##-6.17500019073,106.828598022#3
212.83.189.243#3#2#Scanning Host#FR##48.8600006104,2.34999990463#11
74.5.206.206#3#2#Scanning Host#US#Fredonia#37.552898407,-95.8632965088#11
78.128.8.217#4#2#Spamming#BG##42.7000007629,23.3332996368#12
58.221.42.163#4#4#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
58.221.72.223#4#2#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
60.28.1.43#4#4#Malicious Host#CN#Tianjin#39.14220047,117.176696777#3
60.208.83.219#4#2#Malicious Host#CN#Jinan#36.6683006287,116.997200012#3
62.212.236.150#4#3#Malicious Host#AZ##40.5,47.5#3
64.125.239.63#4#2#Malicious Host#US##38.0,-97.0#3
202.116.234.16#4#2#Malicious Host#CN#Guangzhou#23.1166992188,113.25#3
197.159.141.46#4#2#Malicious Host#GH##8.0,-2.0#3
221.226.226.61#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
162.242.223.17#4#2#Malicious Host#US#San Antonio#29.488899231,-98.3986968994#3
173.192.48.95#4#3#Malicious Host#US#Dallas#32.7831001282,-96.8067016602#3
194.19.176.162#4#2#Malicious Host###32.7831001282,-96.8067016602#3
110.143.44.114#4#2#Malicious Host#AU#Hallam#-38.0167007446,145.266693115#3
121.161.118.156#4#3#Malicious Host#KR##37.5699996948,126.980003357#3
141.212.122.34#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
141.212.122.42#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
118.97.186.26#4#3#Malicious Host#ID#Garut#-7.20240020752,107.887802124#3
141.212.122.43#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
141.212.122.49#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
141.212.122.50#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
104.217.216.133#4#2#Malicious Host#US#Walnut#34.0115013123,-117.853500366#3
218.3.55.169#4#2#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
104.223.72.149#4#2#Malicious Host#US#Los Angeles#34.043800354,-118.251197815#3
183.81.183.250#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
185.70.184.164#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
64.125.239.229#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.173#4#2#Malicious Host#US##38.0,-97.0#3
69.30.221.42#4#2#Malicious Host#US#Kansas City#39.1068000793,-94.5660018921#3
141.212.122.162#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
58.221.49.86#4#3#Malicious Host;Scanning Host#CN#Nanjing#32.0616989136,118.777801514#3;11
113.162.119.174#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
107.182.27.248#3#2#Scanning Host#US#Wilkes Barre#41.2028999329,-75.9027023315#11
42.113.232.86#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
190.204.45.165#3#2#Scanning Host#VE##8.0,-66.0#11
66.60.135.74#3#2#Scanning Host#US#Sacramento#38.6164016724,-121.496200562#11
128.199.158.138#3#2#Scanning Host#SG#Singapore#1.29309999943,103.855796814#11
171.251.43.9#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
173.44.37.18#3#2#Scanning Host#US#Miami#25.7805995941,-80.1826019287#11
121.12.127.94#3#2#Scanning Host#CN#Guangzhou#23.1166992188,113.25#11
123.206.61.216#3#2#Scanning Host#CN#Beijing#39.9289016724,116.388298035#11
58.218.207.246#4#2#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
64.125.239.127#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.92#4#2#Malicious Host#US##38.0,-97.0#3
64.125.239.179#4#2#Malicious Host#US##38.0,-97.0#3
107.160.46.249#4#2#Malicious Host#US#Walnut#34.0115013123,-117.853500366#3
188.42.195.245#4#3#Malicious Host#LU##49.75,6.16669988632#3
103.40.192.133#4#2#Malicious Host#CN#Jiangyin#31.9050998688,120.268501282#3
219.143.129.65#1#3#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
141.212.122.47#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
213.118.90.218#4#4#Malicious Host#BE##50.8499984741,4.34999990463#3
141.212.122.63#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
81.169.207.197#4#2#Malicious Host#DE#Berlin#52.5167007446,13.3999996185#3
118.44.249.64#4#3#Malicious Host#KR##37.5699996948,126.980003357#3
114.43.14.30#1#4#Malicious Host#TW##23.5,121.0#3
94.23.30.135#4#2#Malicious Host#FR##48.8600006104,2.34999990463#3
162.213.152.216#3#2#Scanning Host#US#Miami#25.8337993622,-80.3016967773#11
180.37.183.147#3#2#Scanning Host#JP##35.6899986267,139.690002441#11
58.221.46.247#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
114.43.1.240#1#4#Malicious Host#TW##23.5,121.0#3
60.172.42.43#4#3#Malicious Host#CN#Hefei#31.863899231,117.280799866#3
58.221.46.246#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
185.103.252.98#3#2#Scanning Host#RU##55.75,37.6166000366#11
58.221.46.249#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
89.163.222.80#3#2#Scanning Host#DE##51.0,9.0#11
179.127.252.114#3#2#Scanning Host#BR##-23.547700882,-46.635799408#11
209.203.48.42#4#3#Malicious Host#ZA#Johannesburg#-26.2000007629,28.0832996368#3
115.70.66.6#3#2#Scanning Host#AU#Merrylands#-33.8333015442,150.983306885#11
173.44.57.130#3#2#Scanning Host#US#Miami#25.7805995941,-80.1826019287#11
120.146.137.100#3#2#Scanning Host#AU#Sydney#-33.8614997864,151.205505371#11
213.8.87.138#3#2#Scanning Host#IL##31.5,34.75#11
38.103.214.40#3#2#Scanning Host#US#Boerne#29.8985996246,-98.7217025757#11
81.169.253.59#3#2#Scanning Host#DE#Berlin#52.5167007446,13.3999996185#11
185.103.252.115#3#2#Scanning Host#RU##55.75,37.6166000366#11
180.139.13.80#3#2#Scanning Host#CN#Nanning#22.8166999817,108.316703796#11
89.163.141.41#3#2#Scanning Host#DE##51.0,9.0#11
212.129.30.235#3#2#Scanning Host#FR##48.8600006104,2.34999990463#11
189.114.94.42#3#2#Scanning Host#BR##-23.547700882,-46.635799408#11
123.163.21.101#3#2#Scanning Host#CN#Zhengzhou#34.6836013794,113.532501221#11
151.237.191.115#6#2#Spamming#SE##59.3293991089,18.0685997009#12
5.79.242.198#4#3#Malicious Host#RU##55.75,37.6166000366#3
64.125.239.132#4#2#Malicious Host#US##38.0,-97.0#3
46.183.217.80#4#2#Malicious Host#LV##57.0,25.0#3
50.30.37.184#4#2#Malicious Host#US#Saint Louis#38.6311988831,-90.192199707#3
74.82.47.22#4#2#Malicious Host#US#Fremont#37.515499115,-121.896202087#3
179.43.144.50#4#2#Malicious Host#CH#Zurich#47.3666992188,8.55000019073#3
89.248.172.154#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
184.105.139.74#4#2#Malicious Host#US#Fremont#37.515499115,-121.896202087#3
123.59.59.77#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
89.248.160.196#4#2#Malicious Host#NL##52.3666992188,4.90000009537#3
185.53.91.100#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
184.105.139.114#4#2#Malicious Host#US#Fremont#37.515499115,-121.896202087#3
184.105.139.118#4#2#Malicious Host#US#Fremont#37.515499115,-121.896202087#3
185.70.184.192#4#2#Malicious Host#NL##52.3666992188,4.90000009537#3
129.7.0.106#4#2#Malicious Host#US#Houston#29.8339996338,-95.4341964722#3
204.155.30.109#4#2#Malicious Host#US##38.0,-97.0#3
120.132.67.62#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
179.43.147.205#4#2#Malicious Host#CH#Zurich#47.3666992188,8.55000019073#3
118.193.20.106#4#3#Malicious Host#HK##22.25,114.166702271#3
120.132.68.87#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
212.16.69.121#4#3#Malicious Host#IR##35.6960983276,51.4230995178#3
94.102.49.54#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
120.132.68.33#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
198.20.99.130#4#2#Malicious Host#NL##52.3666992188,4.90000009537#3
220.83.180.145#4#3#Malicious Host#KR##37.5699996948,126.980003357#3
220.231.203.111#4#2#Malicious Host#CN#Shenzhen#22.5333003998,114.133300781#3
222.108.208.5#4#3#Malicious Host#KR##37.5699996948,126.980003357#3
218.62.55.146#4#2#Malicious Host#CN#Changchun#43.8800010681,125.322799683#3
85.90.244.226#4#3#Malicious Host#DE#Frankfurt#50.1166992188,8.68330001831#3
120.132.67.209#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
184.105.139.82#4#2#Malicious Host#US#Fremont#37.515499115,-121.896202087#3
139.162.222.24#4#2#Malicious Host#US##38.0,-97.0#3
89.248.172.201#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
89.248.160.192#4#2#Malicious Host#NL##52.3666992188,4.90000009537#3
141.212.122.46#4#2#Malicious Host#US#Ann Arbor#42.292301178,-83.7145004272#3
123.59.59.64#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
74.208.72.115#4#2#Malicious Host#US#Wayne#40.0547981262,-75.4083023071#3
64.125.239.183#4#2#Malicious Host#US##38.0,-97.0#3
162.248.166.217#4#2#Malicious Host#CA#Kitchener#43.4105987549,-80.5010986328#3
139.162.143.192#4#2#Malicious Host#DE#Frankfurt#50.1166992188,8.68330001831#3
94.102.51.38#4#2#Malicious Host#NL#Amsterdam#52.3499984741,4.91669988632#3
64.125.239.219#4#2#Malicious Host#US##38.0,-97.0#3
89.248.172.173#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
111.85.191.131#4#3#Malicious Host#CN#Guiyang#26.5832996368,106.716697693#3
80.82.64.37#4#3#Malicious Host#NL##52.3666992188,4.90000009537#3
125.212.232.159#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
110.164.169.23#3#2#Scanning Host#TH##13.75,100.466697693#11
104.45.151.197#3#2#Scanning Host#US#Philadelphia#39.9514007568,-75.158203125#11
13.76.97.74#3#2#Scanning Host#SG#Singapore#1.29309999943,103.855796814#11
192.3.170.114#3#2#Scanning Host#US#Buffalo#42.9864006042,-78.727897644#11
31.8.183.138#3#2#Scanning Host#RU##55.75,37.6166000366#11
89.216.115.171#3#2#Scanning Host#RS#Novi Sad#45.251701355,19.8369007111#11
94.102.50.50#6#2#Spamming#NL##52.3666992188,4.90000009537#12
115.72.238.3#3#2#Scanning Host#VN#Cho Ha#21.4167003632,106.599998474#11
219.92.31.137#3#2#Scanning Host#MY#Kuala Lumpur#3.16669988632,101.699996948#11
183.131.213.36#3#2#Scanning Host#CN#Jinhua#29.1068000793,119.644203186#11
23.95.53.139#4#2#Malicious Host#US#Buffalo#42.9864006042,-78.727897644#3
31.148.219.86#4#2#Malicious Host#NL##52.3666992188,4.90000009537#3
38.113.115.91#4#2#Malicious Host#US##38.0,-97.0#3
45.35.20.231#4#2#Malicious Host#US#Walnut#34.0115013123,-117.853500366#3
58.235.169.92#4#3#Malicious Host#KR##37.5699996948,126.980003357#3
60.208.83.222#4#3#Malicious Host#CN#Jinan#36.6683006287,116.997200012#3
118.193.16.42#4#2#Malicious Host#HK##22.25,114.166702271#3
103.21.44.117#4#2#Malicious Host#MY#Kuala Lumpur#3.16669988632,101.699996948#3
154.66.148.51#4#2#Malicious Host#ZA##-29.0,24.0#3
193.253.44.48#4#3#Malicious Host#FR##48.8600006104,2.34999990463#3
205.177.85.58#4#2#Malicious Host#US#Herndon#38.9841003418,-77.3826980591#3
221.234.138.182#1#3#Malicious Host#CN#Wuhan#30.5800991058,114.273399353#3
182.226.167.236#4#3#Malicious Host#KR#Seoul#37.5984992981,126.978302002#3
183.60.204.211#4#2#Malicious Host#CN#Guangzhou#23.1166992188,113.25#3
116.255.173.91#4#2#Malicious Host#CN#Zhengzhou#34.6836013794,113.532501221#3
118.193.87.230#4#2#Malicious Host#HK##22.25,114.166702271#3
101.231.45.110#4#2#Malicious Host#CN#Shanghai#31.0456008911,121.39969635#3
218.24.218.233#4#2#Malicious Host#CN#Shenyang#41.7921981812,123.432800293#3
176.223.1.38#4#2#Malicious Host#RO##46.0,25.0#3
212.68.70.3#4#2#Malicious Host#DE#Kassel#51.2988014221,9.52970027924#3
107.6.12.222#4#2#Malicious Host;Scanning Host#US#Santa Ana#33.7456016541,-117.867797852#3;11
42.114.248.106#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
178.150.235.49#3#2#Scanning Host#UA#Kharkiv#49.9808006287,36.2527008057#11
158.69.118.212#3#2#Scanning Host#US#Pasadena#33.7865982056,-118.298698425#11
222.74.228.85#3#2#Scanning Host#CN#Baotou#40.6521987915,109.82219696#11
42.118.3.3#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
212.83.141.117#3#2#Scanning Host#FR##48.8600006104,2.34999990463#11
58.221.57.126#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
104.160.167.83#4#2#Malicious Host#US#Los Angeles#34.0530014038,-118.264198303#3
62.210.8.161#4#2#Malicious Host#FR##48.8600006104,2.34999990463#3
111.23.44.231#4#3#Malicious Host#CN##35.0,105.0#3
103.240.67.218#4#2#Malicious Host#HK##22.25,114.166702271#3
118.161.72.97#1#3#Malicious Host###22.25,114.166702271#3
111.73.46.214#4#3#Malicious Host#CN#Nanchang#28.5499992371,115.933296204#3
113.240.250.154#4#3#Malicious Host#CN#Changsha#28.1791992188,113.113601685#3
114.92.105.230#4#3#Malicious Host#CN#Shanghai#31.0456008911,121.39969635#3
94.140.210.205#4#2#Malicious Host#RU#Saint Petersburg#60.0922012329,30.2367992401#3
58.221.42.177#4#2#Malicious Host;Scanning Host#CN#Nanjing#32.0616989136,118.777801514#3;11
13.82.25.94#3#2#Scanning Host#US#Washington#38.8950996399,-77.0363998413#11
190.128.205.214#3#2#Scanning Host#PY##-23.0,-58.0#11
14.175.47.58#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
111.8.38.206#4#3#Malicious Host#CN##35.0,105.0#3
93.174.93.50#4#2#Malicious Host#NL##52.3666992188,4.90000009537#3
200.127.157.123#4#4#Malicious Host#AR#Buenos Aires#-34.6032981873,-58.3815994263#3
89.163.216.214#4#2#Malicious Host#DE##51.0,9.0#3
213.136.68.71#4#2#Malicious Host#DE##51.0,9.0#3
222.186.58.38#4#2#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
179.43.141.194#4#2#Malicious Host#CH#Zurich#47.3666992188,8.55000019073#3
198.1.105.131#4#2#Malicious Host#US#Provo#40.2181015015,-111.613296509#3
202.104.188.32#4#2#Malicious Host#CN#Guangzhou#23.1166992188,113.25#3
161.202.156.139#4#2#Malicious Host#US##38.0,-97.0#3
166.63.122.114#4#2#Malicious Host#US#Columbus#39.9649009705,-83.1382980347#3
5.157.11.145#6#3#Spamming#SE##59.3293991089,18.0685997009#12
113.175.206.166#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
101.200.156.178#3#2#Scanning Host#CN#Hangzhou#30.2936000824,120.161399841#11
66.242.202.73#3#2#Scanning Host#US#Staunton#39.0163993835,-89.7810974121#11
93.211.109.134#3#2#Scanning Host#DE#Selm#51.7187995911,7.48309993744#11
42.117.2.49#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
169.53.143.72#3#2#Scanning Host#US##38.0,-97.0#11
157.122.148.243#3#2#Scanning Host#CN#Guangzhou#23.1166992188,113.25#11
59.53.67.25#4#2#Malicious Host#CN#Nanchang#28.5499992371,115.933296204#3
58.30.208.180#4#2#Malicious Host#CN#Beijing#39.9289016724,116.388298035#3
37.230.210.153#4#2#Malicious Host#RU##55.75,37.6166000366#3
66.131.188.107#4#3#Malicious Host###55.75,37.6166000366#3
188.214.128.28#4#2#Malicious Host#LT##56.0,24.0#3
142.0.41.220#4#2#Malicious Host#US#Clarks Summit#41.448600769,-75.7279968262#3
111.39.237.221#4#3#Malicious Host#CN##35.0,105.0#3
111.8.38.202#4#3#Malicious Host#CN##35.0,105.0#3
111.23.44.230#4#3#Malicious Host#CN##35.0,105.0#3
173.254.204.215#4#2#Malicious Host#US#Los Angeles#34.043800354,-118.251197815#3
162.246.16.11#4#2#Malicious Host#US#Secaucus#40.7801017761,-74.0633010864#3
202.98.223.97#4#3#Malicious Host#CN#Guiyang#26.5832996368,106.716697693#3
192.184.40.86#4#2#Malicious Host#US#Walnut#34.0115013123,-117.853500366#3
111.23.44.232#4#3#Malicious Host#CN##35.0,105.0#3
210.15.242.7#4#2#Malicious Host#AU#Melbourne#-37.8138999939,144.963394165#3
218.75.140.10#4#2#Malicious Host#CN#Changsha#28.1791992188,113.113601685#3
207.244.89.138#4#2#Malicious Host#US#Manassas#38.7932014465,-77.5365982056#3
89.248.172.110#4#4#Malicious Host#NL##52.3666992188,4.90000009537#3
67.53.14.246#4#3#Malicious Host#US#Kaukauna#44.3483009338,-88.2566986084#3
61.160.222.67#4#2#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
180.140.191.206#4#3#Malicious Host#CN#Nanning#22.8166999817,108.316703796#3
113.28.19.250#4#2#Malicious Host#HK#Central District#22.2833003998,114.150001526#3
173.44.37.106#3#2#Scanning Host#US#Miami#25.7805995941,-80.1826019287#11
91.201.236.158#3#2#Scanning Host#UA##50.4500007629,30.5233001709#11
42.117.2.40#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
171.251.41.79#3#2#Scanning Host#VN#Hanoi#21.0333003998,105.849998474#11
58.221.44.205#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
185.72.178.144#4#3#Malicious Host#RO##46.0,25.0#3
212.83.187.236#4#2#Malicious Host#FR##48.8600006104,2.34999990463#3
222.186.31.188#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
222.186.34.168#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
91.121.39.149#4#2#Malicious Host#FR##48.8600006104,2.34999990463#3
91.201.236.155#3#2#Scanning Host#UA##50.4500007629,30.5233001709#11
222.186.34.172#4#3#Malicious Host#CN#Nanjing#32.0616989136,118.777801514#3
5.79.66.40#9#3#Spamming#NL#Amsterdam#52.3499984741,4.91669988632#12
179.43.190.165#9#3#Spamming#CH#Zurich#47.3666992188,8.55000019073#12
89.163.157.21#6#4#Spamming#DE##51.0,9.0#12
63.141.245.76#6#3#Spamming#US#Kansas City#39.1472015381,-94.5735015869#12
63.141.245.75#6#4#Spamming#US#Kansas City#39.1472015381,-94.5735015869#12
58.86.48.233#4#2#Spamming#TW#Taipei#25.0391998291,121.525001526#12
174.128.239.53#6#2#Spamming#US#Denver#39.7524986267,-104.99949646#12
23.239.70.230#6#2#Spamming#US##38.0,-97.0#12
192.227.171.66#6#2#Spamming#US#Buffalo#42.9864006042,-78.727897644#12
69.94.144.23#6#2#Spamming#US#Sacramento#38.5573997498,-121.320999146#12
209.54.47.121#6#3#Spamming#US#Edmond#35.6528015137,-97.4781036377#12
89.163.142.28#6#3#Spamming#DE##51.0,9.0#12
84.33.8.248#6#3#Spamming#IT##42.8333015442,12.8332996368#12
5.199.133.4#6#3#Spamming#DE##51.0,9.0#12
84.33.8.221#6#4#Spamming#IT##42.8333015442,12.8332996368#12
89.163.157.252#6#3#Spamming#DE##51.0,9.0#12
195.168.152.113#6#3#Spamming#SK#Bratislava#48.1500015259,17.1166992188#12
104.160.178.165#6#3#Spamming#US#Los Angeles#34.0530014038,-118.264198303#12
31.204.153.213#6#4#Spamming#NL##52.3666992188,4.90000009537#12
179.43.190.166#6#3#Spamming#CH#Zurich#47.3666992188,8.55000019073#12
188.122.76.109#6#3#Spamming#NL#Eindhoven#51.4500007629,5.46670007706#12
5.199.133.3#9#4#Spamming#DE##51.0,9.0#12
67.209.135.34#6#3#Spamming#US#Little Elm#33.1809005737,-96.9177017212#12
89.163.152.5#6#4#Spamming#DE##51.0,9.0#12
195.168.154.45#6#4#Spamming#SK#Bratislava#48.1500015259,17.1166992188#12
185.126.65.233#6#2#Spamming#NL##52.3666992188,4.90000009537#12
173.244.150.242#9#3#Spamming#US#Little Elm#33.1809005737,-96.9177017212#12
89.248.168.219#6#2#Spamming#NL##52.3666992188,4.90000009537#12
104.27.133.65#6#2#Spamming#US#San Francisco#37.7696990967,-122.393302917#12
209.236.114.67#6#3#Spamming#US#Dallas#32.8148002625,-96.8704986572#12
181.214.51.45#6#2#Spamming#BR#Barueri#-23.5167007446,-46.8833007812#12
188.127.239.142#6#4#Spamming#RU##55.75,37.6166000366#12
69.61.17.98#6#3#Spamming#US#Saint Louis#38.4906997681,-90.3796005249#12
179.43.190.164#9#3#Spamming#CH#Zurich#47.3666992188,8.55000019073#12
184.75.214.226#6#3#Spamming#CA#Toronto#43.632900238,-79.3610992432#12
70.39.116.187#6#3#Spamming#US#Las Vegas#36.0768013,-115.089103699#12
195.168.154.42#6#4#Spamming#SK#Bratislava#48.1500015259,17.1166992188#12
209.236.114.68#6#3#Spamming#US#Dallas#32.8148002625,-96.8704986572#12
89.163.152.14#6#4#Spamming#DE##51.0,9.0#12
89.46.103.158#6#4#Spamming#RO#Fabrica#47.2000007629,23.3999996185#12
188.122.76.108#6#2#Spamming#NL#Eindhoven#51.4500007629,5.46670007706#12
195.168.152.127#6#4#Spamming#SK#Bratislava#48.1500015259,17.1166992188#12
95.211.88.173#9#4#Spamming#NL##52.3666992188,4.90000009537#12
103.30.14.128#6#2#Spamming#IN##20.0,77.0#12
63.141.245.78#6#3#Spamming#US#Kansas City#39.1472015381,-94.5735015869#12
107.180.50.187#6#2#Spamming#US#Scottsdale#33.6119003296,-111.890602112#12
207.150.188.50#6#3#Spamming#US#Tampa#27.8866996765,-82.5117034912#12
63.141.251.21#6#3#Spamming#US#Kansas City#39.1472015381,-94.5735015869#12
216.15.221.195#6#3#Spamming#US#St Louis#38.6273002625,-90.1978988647#12
195.168.154.44#6#3#Spamming#SK#Bratislava#48.1500015259,17.1166992188#12
104.255.65.212#9#2#Spamming#US#Clarks Summit#41.448600769,-75.7279968262#12
104.24.118.100#6#2#Spamming#US#San Francisco#37.7696990967,-122.393302917#12
89.43.50.48#6#2#Spamming#RO##46.0,25.0#12
104.24.112.241#9#2#Spamming#US#San Francisco#37.7696990967,-122.393302917#12
185.38.151.134#6#3#Spamming#GB##51.5,-0.129999995232#12
179.43.190.178#6#3#Spamming#CH#Zurich#47.3666992188,8.55000019073#12
89.163.155.185#6#4#Spamming#DE##51.0,9.0#12
185.58.227.56#6#3#Spamming#IT##42.8333015442,12.8332996368#12
89.33.193.204#6#5#Spamming#RO##46.0,25.0#12
78.129.208.74#9#3#Spamming#GB##51.5,-0.129999995232#12
89.163.152.18#6#4#Spamming#DE##51.0,9.0#12
89.33.193.188#6#4#Spamming#RO##46.0,25.0#12
70.39.116.185#6#3#Spamming#US#Las Vegas#36.0768013,-115.089103699#12
89.163.150.168#9#3#Spamming#DE##51.0,9.0#12
207.150.188.105#9#4#Spamming#US#Tampa#27.8866996765,-82.5117034912#12
89.163.155.184#6#4#Spamming#DE##51.0,9.0#12
64.34.255.219#6#3#Spamming#IN##20.0,77.0#12
84.33.8.244#6#4#Spamming#IT##42.8333015442,12.8332996368#12
89.163.142.120#6#4#Spamming#DE##51.0,9.0#12
207.150.188.49#9#3#Spamming#US#Tampa#27.8866996765,-82.5117034912#12
213.159.212.87#6#3#Spamming#RU##55.75,37.6166000366#12
31.204.153.205#6#3#Spamming#NL##52.3666992188,4.90000009537#12
220.158.195.191#6#3#Spamming#IN##20.0,77.0#12
31.204.153.142#6#3#Spamming#NL##52.3666992188,4.90000009537#12
89.163.150.249#6#3#Spamming#DE##51.0,9.0#12
213.159.212.84#9#3#Spamming#RU##55.75,37.6166000366#12
195.168.152.110#6#4#Spamming#SK#Bratislava#48.1500015259,17.1166992188#12
70.39.116.190#6#2#Spamming#US#Las Vegas#36.0768013,-115.089103699#12
185.130.226.169#6#3#Spamming#NL##52.3666992188,4.90000009537#12
84.33.8.245#6#4#Spamming#IT##42.8333015442,12.8332996368#12
179.43.190.162#6#3#Spamming#CH#Zurich#47.3666992188,8.55000019073#12
89.163.150.231#6#3#Spamming#DE##51.0,9.0#12
